AnimalID	GroupID	Location	TrappingPeriod	DateofCapture	CaptureStart	CaptureEnd	GroupSize	Sex	weight	Rainfall	firstcapturedate	censor	Time.days	Time.years	statecode	state	id	SessRef	SexRatiomf	ScaledWeight	Scale_sexratio	Rainfall.s
KR28M004	NA	KRR	NA	0017-03-20	2018-03-17	NA	NA	Male	NA	NA	2017-10-19	NA	149	0.407939767	Disappeared	2	166	NA	NA	NA	NA	NA
KR28M005	Kuruman 28	KRR	9	0021-04-20	2018-04-20	0024-04-20	8	Male	66	171.3225646	2018-04-20	NA	0	0	ingroupnonbreeder	1	184	372	0.625	-0.5003698551012107	0.125	1.7920861452268966
KR28M005	Kuruman 28	KRR	10	0015-09-20	2018-09-15	0018-09-20	9	Male	105	3.838321871	2018-04-20	NA	148	0.405201916	ingroupnonbreeder	1	184	392	0.5555555555555556	0.49082235181924755	0.05555555555555558	-0.9961918485862752
KR28M005	Kuruman 28	KRR	11	0019-03-20	2019-03-19	0020-03-20	11	Male	141	69.35182863	2018-04-20	NA	333	0.911704312	ingroupnonbreeder	1	184	430	0.6363636363636364	1.405769004361209	0.13636363636363635	0.09447713744616895
KR28M005	NA	KRR	NA	0009-09-20	2019-09-09	NA	NA	Male	NA	NA	2018-04-20	NA	507	1.388090349	Disappeared	2	184	NA	NA	NA	NA	NA
KR28M007	Kuruman 28	KRR	9	0021-04-20	2018-04-20	0024-04-20	8	Male	35	171.3225646	2018-04-20	NA	0	0	ingroupnonbreeder	1	185	372	0.625	-1.288240583679011	0.125	1.7920861452268966
KR28M007	Kuruman 28	KRR	10	0015-09-20	2018-09-15	0018-09-20	9	Male	89	3.838321871	2018-04-20	NA	148	0.405201916	ingroupnonbreeder	1	185	392	0.5555555555555556	0.08417939513393131	0.05555555555555558	-0.9961918485862752
KR28M007	Kuruman 28	KRR	11	0019-03-20	2019-03-19	0020-03-20	11	Male	127	69.35182863	2018-04-20	NA	333	0.911704312	ingroupnonbreeder	1	185	430	0.6363636363636364	1.0499564172615572	0.13636363636363635	0.09447713744616895
KR28M007	NA	KRR	NA	0009-09-20	2019-09-09	NA	NA	Male	NA	NA	2018-04-20	NA	507	1.388090349	Disappeared	2	185	NA	NA	NA	NA	NA
KR28M008	Kuruman 28	KRR	9	0023-04-20	2018-04-20	0024-04-20	8	Male	37	171.3225646	2018-04-20	NA	0	0	ingroupnonbreeder	1	186	372	0.625	-1.2374102140933463	0.125	1.7920861452268966
KR28M008	Kuruman 28	KRR	10	0015-09-20	2018-09-15	0018-09-20	9	Male	81	3.838321871	2018-04-20	NA	148	0.405201916	ingroupnonbreeder	1	186	392	0.5555555555555556	-0.11914208320872678	0.05555555555555558	-0.9961918485862752
KR28M008	Kuruman 28	KRR	11	0019-03-20	2019-03-19	0020-03-20	11	Male	126	69.35182863	2018-04-20	NA	333	0.911704312	ingroupnonbreeder	1	186	430	0.6363636363636364	1.024541232468725	0.13636363636363635	0.09447713744616895
KR28M008	NA	KRR	NA	0009-09-20	2019-09-09	NA	NA	Male	NA	NA	2018-04-20	NA	507	1.388090349	Disappeared	2	186	NA	NA	NA	NA	NA
KR28M010	Kuruman 28	KRR	10	0016-09-20	2018-09-15	0018-09-20	9	Male	50	3.838321871	2018-09-15	NA	0	0	ingroupnonbreeder	1	192	392	0.5555555555555556	-0.9070128117865269	0.05555555555555558	-0.9961918485862752
KR28M010	Kuruman 28	KRR	11	0019-03-20	2019-03-19	0020-03-20	11	Male	116	69.35182863	2018-09-15	NA	185	0.506502396	ingroupnonbreeder	1	192	430	0.6363636363636364	0.7703893845404024	0.13636363636363635	0.09447713744616895
KR28M010	Kuruman 28	KRR	12	0016-09-20	2019-09-16	0019-09-20	8	Male	131	0.397720048	2018-09-15	NA	366	1.002053388	ingroupnonbreeder	1	192	457	0.375	1.1516171564328863	-0.125	-1.0534709943269704
KR28M010	Kuruman 28	KRR	13	0017-03-20	2020-03-16	0020-03-20	13	Male	174	165.6746387	2018-09-15	NA	549	1.503080082	ingroupnonbreeder	1	192	507	0.3076923076923077	2.244470102524674	-0.1923076923076923	1.6980594640235869
KR28M010	Kuruman 28	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2018-09-15	99	620	1.697467488	ingroupnonbreeder	99	192	NA	NA	NA	NA	0.018894261310797827
KR28M011	Kuruman 28	KRR	11	0020-03-20	2019-03-19	0020-03-20	11	Male	25	69.35182863	2019-03-19	NA	0	0	ingroupnonbreeder	1	220	430	0.6363636363636364	-1.5423924316073334	0.13636363636363635	0.09447713744616895
KR28M011	NA	KRR	NA	0009-09-20	2019-09-09	NA	NA	Male	NA	NA	2019-03-19	NA	174	0.476386037	Disappeared	2	220	NA	NA	NA	NA	NA
KR28M012	Kuruman 28	KRR	11	0020-03-20	2019-03-19	0020-03-20	11	Male	33	69.35182863	2019-03-19	NA	0	0	ingroupnonbreeder	1	221	430	0.6363636363636364	-1.3390709532646754	0.13636363636363635	0.09447713744616895
KR28M012	Kuruman 28	KRR	12	0016-09-20	2019-09-16	0019-09-20	8	Male	86	0.397720048	2019-03-19	NA	181	0.495550992	ingroupnonbreeder	1	221	457	0.375	0.007933840755434532	-0.125	-1.0534709943269704
KR28M012	Kuruman 28	KRR	13	0019-03-20	2020-03-16	0020-03-20	13	Male	122	165.6746387	2019-03-19	NA	366	1.002053388	ingroupnonbreeder	1	221	507	0.3076923076923077	0.922880493297396	-0.1923076923076923	1.6980594640235869
KR28M012	Kuruman 28	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2019-03-19	99	435	1.190965092	ingroupnonbreeder	99	221	NA	NA	NA	NA	0.018894261310797827
KR28M016	Kuruman 28	KRR	13	0018-03-20	2020-03-16	0020-03-20	13	Male	79	165.6746387	2020-03-16	NA	0	0	ingroupnonbreeder	1	250	507	0.3076923076923077	-0.1699724527943913	-0.1923076923076923	1.6980594640235869
KR28M016	Kuruman 28	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2020-03-16	99	72	0.197125257	ingroupnonbreeder	99	250	NA	NA	NA	NA	0.018894261310797827
KR30F002	Kuruman 30	KRR	13	0027-04-20	2020-04-27	0028-04-20	10	Female	74	135.605622	2020-04-27	NA	0	0	ingroupnonbreeder	1	222	530	0.5	-0.07628564464369295	0	1.197470416396758
KR30F002	Kuruman 30	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2020-04-27	99	30	0.082135524	ingroupnonbreeder	99	222	NA	NA	NA	NA	0.018894261310797827
KR30F003	Kuruman 30	KRR	13	0027-04-20	2020-04-27	0028-04-20	10	Female	39	135.605622	2020-04-27	NA	0	0	ingroupnonbreeder	1	223	530	0.5	-1.225999897547747	0	1.197470416396758
KR30F003	Kuruman 30	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2020-04-27	99	30	0.082135524	ingroupnonbreeder	99	223	NA	NA	NA	NA	0.018894261310797827
KR30F005	Kuruman 30	KRR	13	0027-04-20	2020-04-27	0028-04-20	10	Female	73	135.605622	2020-04-27	NA	0	0	ingroupnonbreeder	1	224	530	0.5	-0.1091346232980945	0	1.197470416396758
KR30F005	Kuruman 30	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2020-04-27	99	30	0.082135524	ingroupnonbreeder	99	224	NA	NA	NA	NA	0.018894261310797827
KR30F006	Kuruman 30	KRR	13	0027-04-20	2020-04-27	0028-04-20	10	Female	73	135.605622	2020-04-27	NA	0	0	ingroupnonbreeder	1	225	530	0.5	-0.1091346232980945	0	1.197470416396758
KR30F006	Kuruman 30	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2020-04-27	99	30	0.082135524	ingroupnonbreeder	99	225	NA	NA	NA	NA	0.018894261310797827
KR30M001	Kuruman 30	KRR	8	0020-10-20	2017-10-19	0021-10-20	3	Male	30	16.33745678	2017-10-19	NA	0	0	ingroupnonbreeder	1	167	352	0.6666666666666666	-1.4153165076431722	0.16666666666666663	-0.7881062266758133
KR30M001	Kuruman 30	KRR	9	0014-04-20	2018-04-13	0015-04-20	3	Male	75	171.3225646	2017-10-19	NA	177	0.484599589	ingroupnonbreeder	1	167	369	0.6666666666666666	-0.27163319196572033	0.16666666666666663	1.7920861452268966
KR30M001	Kuruman 30	KRR	10	0014-09-20	2018-09-14	0014-09-20	3	Male	96	3.838321871	2017-10-19	NA	330	0.90349076	ingroupnonbreeder	1	167	393	0.6666666666666666	0.26208568868375715	0.16666666666666663	-0.9961918485862752
KR30M001	Kuruman 30	KRR	13	0027-04-20	2020-04-27	0028-04-20	10	Male	111	135.605622	2017-10-19	NA	921	2.521560575	ingroupnonbreeder	1	167	530	0.5	0.6433134605762411	0	1.197470416396758
KR30M001	Kuruman 30	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2017-10-19	99	951	2.603696099	ingroupnonbreeder	99	167	NA	NA	NA	NA	0.018894261310797827
KR30M004	Kuruman 30	KRR	13	0027-04-20	2020-04-27	0028-04-20	10	Male	81	135.605622	2020-04-27	NA	0	0	ingroupnonbreeder	1	264	530	0.5	-0.11914208320872678	0	1.197470416396758
KR30M004	Kuruman 30	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2020-04-27	99	30	0.082135524	ingroupnonbreeder	99	264	NA	NA	NA	NA	0.018894261310797827
KR30M007	Kuruman 30	KRR	13	0028-04-20	2020-04-27	0028-04-20	10	Male	38	135.605622	2020-04-27	NA	0	0	ingroupnonbreeder	1	265	530	0.5	-1.2119950293005142	0	1.197470416396758
KR30M007	Kuruman 30	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2020-04-27	99	30	0.082135524	ingroupnonbreeder	99	265	NA	NA	NA	NA	0.018894261310797827
KR30M008	Kuruman 30	KRR	13	0028-04-20	2020-04-27	0028-04-20	10	Male	19	135.605622	2020-04-27	NA	0	0	ingroupnonbreeder	1	266	530	0.5	-1.694883540364327	0	1.197470416396758
KR30M008	Kuruman 30	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2020-04-27	99	30	0.082135524	ingroupnonbreeder	99	266	NA	NA	NA	NA	0.018894261310797827
KR31F004	Kuruman 31	KRR	8	0019-10-20	2017-10-19	0021-10-20	6	Female	63	16.33745678	2017-10-19	NA	0	0	ingroupnonbreeder	1	132	354	0.5	-0.43762440984211	0	-0.7881062266758133
KR31F004	Kuruman 31	KRR	9	0030-03-20	2018-03-29	0001-04-20	7	Female	91	121.7158381	2017-10-19	NA	162	0.443531828	ingroupnonbreeder	1	132	365	0.5714285714285714	0.48214699248113335	0.0714285714285714	0.9662332674199685
KR31F008	Kuruman 31	KRR	12	0024-11-20	2019-11-23	0026-11-20	13	Female	55	9.848668221	2019-11-23	NA	0	0	ingroupnonbreeder	1	200	497	0.4615384615384616	-0.7004162390773223	-0.03846153846153838	-0.8961315910370521
KR31F008	Kuruman 31	KRR	13	0020-04-20	2020-04-20	0023-04-20	17	Female	88	135.605622	2019-11-23	NA	149	0.407939767	ingroupnonbreeder	1	200	527	0.4705882352941176	0.3836000565179287	-0.029411764705882415	1.197470416396758
KR31F008	Kuruman 31	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2019-11-23	99	186	0.509240246	ingroupnonbreeder	99	200	NA	NA	NA	NA	0.018894261310797827
KR31F017	Kuruman 31	KRR	12	0026-11-20	2019-11-23	0026-11-20	13	Female	53	9.848668221	2019-11-23	NA	0	0	ingroupnonbreeder	1	201	497	0.4615384615384616	-0.7661141963861254	-0.03846153846153838	-0.8961315910370521
KR31F017	Kuruman 31	KRR	13	0020-04-20	2020-04-20	0023-04-20	17	Female	89	135.605622	2019-11-23	NA	149	0.407939767	ingroupnonbreeder	1	201	527	0.4705882352941176	0.4164490351723303	-0.029411764705882415	1.197470416396758
KR31F017	Kuruman 31	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2019-11-23	99	186	0.509240246	ingroupnonbreeder	99	201	NA	NA	NA	NA	0.018894261310797827
KR31F020	Kuruman 31	KRR	13	0023-04-20	2020-04-20	0023-04-20	17	Female	26	135.605622	2020-04-20	NA	0	0	ingroupnonbreeder	1	214	527	0.4705882352941176	-1.6530366200549673	-0.029411764705882415	1.197470416396758
KR31F020	Kuruman 31	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2020-04-20	99	37	0.101300479	ingroupnonbreeder	99	214	NA	NA	NA	NA	0.018894261310797827
KR31M002	Kuruman 31	KRR	7	0015-05-20	2017-05-15	0016-05-20	3	Male	92	75.0055436	2017-05-15	NA	0	0	ingroupnonbreeder	1	112	286	0.6666666666666666	0.1604249495124281	0.16666666666666663	0.18860019509792925
KR31M002	Kuruman 31	KRR	8	0022-10-20	2017-10-19	0021-10-20	6	Male	114	16.33745678	2017-05-15	NA	160	0.438056126	ingroupnonbreeder	1	112	354	0.5	0.7195590149547378	0	-0.7881062266758133
KR31M002	Kuruman 31	KRR	9	0001-04-20	2018-03-29	0001-04-20	7	Male	130	121.7158381	2017-05-15	NA	321	0.878850103	ingroupnonbreeder	1	112	365	0.5714285714285714	1.1262019716400542	0.0714285714285714	0.9662332674199685
KR31M002	NA	KRR	NA	0014-09-20	2018-09-14	NA	NA	Male	NA	NA	2017-05-15	NA	487	1.333333333	Disappeared	2	112	NA	NA	NA	NA	NA
KR31M003	Kuruman 31	KRR	8	0019-10-20	2017-10-19	0021-10-20	6	Male	66	16.33745678	2017-10-19	NA	0	0	ingroupnonbreeder	1	168	354	0.5	-0.5003698551012107	0	-0.7881062266758133
KR31M003	Kuruman 31	KRR	9	0029-03-20	2018-03-29	0001-04-20	7	Male	103	121.7158381	2017-10-19	NA	161	0.440793977	ingroupnonbreeder	1	168	365	0.5714285714285714	0.439991982233583	0.0714285714285714	0.9662332674199685
KR31M010	Kuruman 31	KRR	12	0024-11-20	2019-11-23	0026-11-20	13	Male	62	9.848668221	2019-11-23	NA	0	0	ingroupnonbreeder	1	247	497	0.4615384615384616	-0.6020305942725398	-0.03846153846153838	-0.8961315910370521
KR31M010	Kuruman 31	KRR	13	0022-04-20	2020-04-20	0023-04-20	17	Male	104	135.605622	2019-11-23	NA	151	0.413415469	ingroupnonbreeder	1	247	527	0.4705882352941176	0.46540716702641527	-0.029411764705882415	1.197470416396758
KR31M010	Kuruman 31	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2019-11-23	99	186	0.509240246	ingroupnonbreeder	99	247	NA	NA	NA	NA	0.018894261310797827
KR31M013	Kuruman 31	KRR	12	0025-11-20	2019-11-23	0026-11-20	13	Male	32	9.848668221	2019-11-23	NA	0	0	ingroupnonbreeder	1	248	497	0.4615384615384616	-1.3644861380575077	-0.03846153846153838	-0.8961315910370521
KR31M013	Kuruman 31	KRR	13	0021-04-20	2020-04-20	0023-04-20	17	Male	80	135.605622	2019-11-23	NA	150	0.410677618	ingroupnonbreeder	1	248	527	0.4705882352941176	-0.14455726800155905	-0.029411764705882415	1.197470416396758
KR31M013	Kuruman 31	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2019-11-23	99	186	0.509240246	ingroupnonbreeder	99	248	NA	NA	NA	NA	0.018894261310797827
KR31M015	Kuruman 31	KRR	12	0025-11-20	2019-11-23	0026-11-20	13	Male	56	9.848668221	2019-11-23	NA	0	0	ingroupnonbreeder	1	249	497	0.4615384615384616	-0.7545217030295334	-0.03846153846153838	-0.8961315910370521
KR31M015	Kuruman 31	KRR	13	0020-04-20	2020-04-20	0023-04-20	17	Male	89	135.605622	2019-11-23	NA	149	0.407939767	ingroupnonbreeder	1	249	527	0.4705882352941176	0.08417939513393131	-0.029411764705882415	1.197470416396758
KR31M015	Kuruman 31	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2019-11-23	99	186	0.509240246	ingroupnonbreeder	99	249	NA	NA	NA	NA	0.018894261310797827
KR31M021	Kuruman 31	KRR	13	0023-04-20	2020-04-20	0023-04-20	17	Male	24	135.605622	2020-04-20	NA	0	0	ingroupnonbreeder	1	260	527	0.4705882352941176	-1.5678076164001657	-0.029411764705882415	1.197470416396758
KR31M021	Kuruman 31	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2020-04-20	99	37	0.101300479	ingroupnonbreeder	99	260	NA	NA	NA	NA	0.018894261310797827
KR33F004	Kuruman 33	KRR	10	0016-10-20	2018-10-15	0017-10-20	5	Female	78	11.76823613	2018-10-15	NA	0	0	ingroupnonbreeder	1	152	402	0.4	0.05511026997391325	-0.09999999999999998	-0.8641746208105754
KR33F004	Kuruman 33	KRR	11	0016-04-20	2019-04-15	0018-04-20	7	Female	93	89.01727301	2018-10-15	NA	183	0.501026694	ingroupnonbreeder	1	152	449	0.2857142857142857	0.5478449497899365	-0.2142857142857143	0.4218674931588176
KR33F004	Kuruman 33	KRR	12	0008-10-20	2019-10-07	0010-10-20	7	Female	90	5.217065306	2018-10-15	NA	358	0.980150582	ingroupnonbreeder	1	152	470	0.2857142857142857	0.44929801382673185	-0.2142857142857143	-0.973238525239044
KR33F004	NA	KRR	NA	0005-03-20	2020-03-05	NA	NA	Female	NA	NA	2018-10-15	NA	507	1.388090349	Disappeared	2	152	NA	NA	NA	NA	NA
KR33F005	Kuruman 33	KRR	11	0015-04-20	2019-04-15	0018-04-20	7	Female	49	89.01727301	2019-04-15	NA	0	0	ingroupnonbreeder	1	172	449	0.2857142857142857	-0.8975101110037317	-0.2142857142857143	0.4218674931588176
KR33F005	Kuruman 33	KRR	12	0008-10-20	2019-10-07	0010-10-20	7	Female	66	5.217065306	2019-04-15	NA	176	0.481861739	ingroupnonbreeder	1	172	470	0.2857142857142857	-0.3390774738789053	-0.2142857142857143	-0.973238525239044
KR33F005	Kuruman 33	KRR	13	0015-04-20	2020-04-15	0016-04-20	6	Female	71	135.605622	2019-04-15	NA	366	1.002053388	ingroupnonbreeder	1	172	524	0.3333333333333333	-0.17483258060689758	-0.16666666666666669	1.197470416396758
KR33F005	Kuruman 33	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2019-04-15	99	408	1.117043121	ingroupnonbreeder	99	172	NA	NA	NA	NA	0.018894261310797827
KR34F004	Kuruman 34	KRR	11	0006-04-20	2019-04-06	0008-04-20	7	Female	59	89.01727301	2019-04-06	NA	0	0	ingroupnonbreeder	1	170	445	0.5714285714285714	-0.5690203244597162	0.0714285714285714	0.4218674931588176
KR34F004	NA	KRR	NA	0009-09-20	2019-09-09	NA	NA	Female	NA	NA	2019-04-06	NA	156	0.427104723	Disappeared	2	170	NA	NA	NA	NA	NA
KR34F005	Kuruman 34	KRR	11	0008-04-20	2019-04-06	0008-04-20	7	Female	64	89.01727301	2019-04-06	NA	0	0	ingroupnonbreeder	1	171	445	0.5714285714285714	-0.4047754311877084	0.0714285714285714	0.4218674931588176
KR34F005	Kuruman 34	KRR	12	0009-09-20	2019-09-09	0012-09-20	8	Female	68	0.397720048	2019-04-06	NA	156	0.427104723	ingroupnonbreeder	1	171	453	0.5	-0.27337951657010223	0	-1.0534709943269704
KR34F005	Kuruman 34	KRR	13	0001-04-20	2020-03-31	0002-04-20	8	Female	79	165.6746387	2019-04-06	NA	361	0.988364134	ingroupnonbreeder	1	171	516	0.5	0.0879592486283148	0	1.6980594640235869
KR34F005	Kuruman 34	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2019-04-06	99	417	1.141683778	ingroupnonbreeder	99	171	NA	NA	NA	NA	0.018894261310797827
KR34F006	Kuruman 34	KRR	12	0011-09-20	2019-09-09	0012-09-20	8	Female	70	0.397720048	2019-09-09	NA	0	0	ingroupnonbreeder	1	177	453	0.5	-0.20768155926129914	0	-1.0534709943269704
KR34F006	Kuruman 34	KRR	13	0002-04-20	2020-03-31	0002-04-20	8	Female	78	165.6746387	2019-09-09	NA	206	0.563997262	ingroupnonbreeder	1	177	516	0.5	0.05511026997391325	0	1.6980594640235869
KR34F006	Kuruman 34	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2019-09-09	99	261	0.714579055	ingroupnonbreeder	99	177	NA	NA	NA	NA	0.018894261310797827
KR34F007	Kuruman 34	KRR	12	0012-09-20	2019-09-09	0012-09-20	8	Female	63	0.397720048	2019-09-09	NA	0	0	ingroupnonbreeder	1	178	453	0.5	-0.43762440984211	0	-1.0534709943269704
KR34F007	Kuruman 34	KRR	13	0001-04-20	2020-03-31	0002-04-20	8	Female	77	165.6746387	2019-09-09	NA	205	0.561259411	ingroupnonbreeder	1	178	516	0.5	0.022261291319511704	0	1.6980594640235869
KR34F007	Kuruman 34	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2019-09-09	99	261	0.714579055	ingroupnonbreeder	99	178	NA	NA	NA	NA	0.018894261310797827
KR34M001	Kuruman 34	KRR	8	0009-10-20	2017-10-09	0009-10-20	4	Male	26	16.33745678	2017-10-09	NA	0	0	ingroupnonbreeder	1	163	347	0.75	-1.5169772468145013	0.25	-0.7881062266758133
KR34M001	Kuruman 34	KRR	11	0006-04-20	2019-04-06	0008-04-20	7	Male	85	89.01727301	2017-10-09	NA	544	1.4893908280000001	ingroupnonbreeder	1	163	445	0.5714285714285714	-0.01748134403739773	0.0714285714285714	0.4218674931588176
KR34M001	Kuruman 34	KRR	12	0011-09-20	2019-09-09	0012-09-20	8	Male	83	0.397720048	2017-10-09	NA	702	1.921971253	ingroupnonbreeder	1	163	453	0.5	-0.06831171362306225	0	-1.0534709943269704
KR34M001	Kuruman 34	KRR	13	0001-04-20	2020-03-31	0002-04-20	8	Male	98	165.6746387	2017-10-09	NA	905	2.477754962	ingroupnonbreeder	1	163	516	0.5	0.3129160582694217	0	1.6980594640235869
KR34M001	Kuruman 34	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2017-10-09	99	961	2.631074606	ingroupnonbreeder	99	163	NA	NA	NA	NA	0.018894261310797827
KR34M002	Kuruman 34	KRR	8	0009-10-20	2017-10-09	0009-10-20	4	Male	27	16.33745678	2017-10-09	NA	0	0	ingroupnonbreeder	1	164	347	0.75	-1.491562062021669	0.25	-0.7881062266758133
KR34M002	Kuruman 34	KRR	11	0007-04-20	2019-04-06	0008-04-20	7	Male	96	89.01727301	2017-10-09	NA	545	1.492128679	ingroupnonbreeder	1	164	445	0.5714285714285714	0.26208568868375715	0.0714285714285714	0.4218674931588176
KR34M002	Kuruman 34	KRR	12	0009-09-20	2019-09-09	0012-09-20	8	Male	86	0.397720048	2017-10-09	NA	700	1.916495551	ingroupnonbreeder	1	164	453	0.5	0.007933840755434532	0	-1.0534709943269704
KR34M002	Kuruman 34	KRR	13	0002-04-20	2020-03-31	0002-04-20	8	Male	100	165.6746387	2017-10-09	NA	906	2.480492813	ingroupnonbreeder	1	164	516	0.5	0.3637464278550862	0	1.6980594640235869
KR34M002	Kuruman 34	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2017-10-09	99	961	2.631074606	ingroupnonbreeder	99	164	NA	NA	NA	NA	0.018894261310797827
KR34M003	Kuruman 34	KRR	11	0006-04-20	2019-04-06	0008-04-20	7	Male	60	89.01727301	2019-04-06	NA	0	0	ingroupnonbreeder	1	226	445	0.5714285714285714	-0.6528609638582042	0.0714285714285714	0.4218674931588176
KR34M003	Kuruman 34	KRR	12	0009-09-20	2019-09-09	0012-09-20	8	Male	118	0.397720048	2019-04-06	NA	156	0.427104723	ingroupnonbreeder	1	226	453	0.5	0.821219754126067	0	-1.0534709943269704
KR34M003	Kuruman 34	KRR	13	0001-04-20	2020-03-31	0002-04-20	8	Male	81	165.6746387	2019-04-06	NA	361	0.988364134	ingroupnonbreeder	1	226	516	0.5	-0.11914208320872678	0	1.6980594640235869
KR34M003	Kuruman 34	KRR	NA	0027-05-20	2020-05-27	NA	NA	Male	NA	64.81177172	2019-04-06	99	417	1.141683778	ingroupnonbreeder	99	226	NA	NA	NA	NA	0.018894261310797827
KR35F001	Kuruman 35	KRR	11	0004-04-20	2019-04-04	0005-04-20	5	Female	55	89.01727301	2019-04-04	NA	0	0	ingroupnonbreeder	1	168	443	0.4	-0.7004162390773223	-0.09999999999999998	0.4218674931588176
KR35F001	Kuruman 35	KRR	12	0006-10-20	2019-10-06	0007-10-20	7	Female	79	5.217065306	2019-04-04	NA	185	0.506502396	ingroupnonbreeder	1	168	467	0.42857142857142855	0.0879592486283148	-0.07142857142857145	-0.973238525239044
KR35F001	NA	KRR	NA	0005-03-20	2020-03-05	NA	NA	Female	NA	NA	2019-04-04	NA	336	0.919917864	Disappeared	2	168	NA	NA	NA	NA	NA
KR35F003	Kuruman 35	KRR	11	0005-04-20	2019-04-04	0005-04-20	5	Female	42	89.01727301	2019-04-04	NA	0	0	ingroupnonbreeder	1	169	443	0.4	-1.1274529615845426	-0.09999999999999998	0.4218674931588176
KR35F003	Kuruman 35	KRR	12	0006-10-20	2019-10-06	0007-10-20	7	Female	71	5.217065306	2019-04-04	NA	185	0.506502396	ingroupnonbreeder	1	169	467	0.42857142857142855	-0.17483258060689758	-0.07142857142857145	-0.973238525239044
KR35F003	Kuruman 35	KRR	13	0013-04-20	2020-04-13	0014-04-20	9	Female	80	135.605622	2019-04-04	NA	375	1.026694045	ingroupnonbreeder	1	169	521	0.5555555555555556	0.12080822728271635	0.05555555555555558	1.197470416396758
KR35F003	Kuruman 35	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2019-04-04	99	419	1.14715948	ingroupnonbreeder	99	169	NA	NA	NA	NA	0.018894261310797827
KR35F004	Kuruman 35	KRR	12	0006-10-20	2019-10-06	0007-10-20	7	Female	24	5.217065306	2019-10-06	NA	0	0	ingroupnonbreeder	1	187	467	0.42857142857142855	-1.7187345773637703	-0.07142857142857145	-0.973238525239044
KR35F004	Kuruman 35	KRR	13	0013-04-20	2020-04-13	0014-04-20	9	Female	72	135.605622	2019-10-06	NA	190	0.52019165	ingroupnonbreeder	1	187	521	0.5555555555555556	-0.14198360195249604	0.05555555555555558	1.197470416396758
KR35F004	Kuruman 35	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2019-10-06	99	234	0.640657084	ingroupnonbreeder	99	187	NA	NA	NA	NA	0.018894261310797827
KR35F006	Kuruman 35	KRR	13	0013-04-20	2020-04-13	0014-04-20	9	Female	50	135.605622	2020-04-13	NA	0	0	ingroupnonbreeder	1	213	521	0.5555555555555556	-0.8646611323493301	0.05555555555555558	1.197470416396758
KR35F006	Kuruman 35	KRR	NA	0027-05-20	2020-05-27	NA	NA	Female	NA	64.81177172	2020-04-13	99	44	0.120465435	ingroupnonbreeder	99	213	NA	NA	NA	NA	0.018894261310797827
KR35M002	Kuruman 35	KRR	11	0005-04-20	2019-04-04	0005-04-20	5	Male	65	89.01727301	2019-04-04	NA	0	0	ingroupnonbreeder	1	225	443	0.4	-0.525785039894043	-0.09999999999999998	0.4218674931588176
KR35M002	Kuruman 35	KRR	12	0006-10-20	2019-10-06	0007-10-20	7	Male	94	5.217065306	2019-04-04	NA	185	0.506502396	ingroupnonbreeder	1	225	467	0.42857142857142855	0.21125531909809264	-0.07142857142857145	-0.973238525239044
KR35M002	Kuruman 35	KRR	13	0014-04-20	2020-04-13	0014-04-20	9	Male	107	135.605622	2019-04-04	NA	376	1.029431896	ingroupnonbreeder	1	225	521	0.5555555555555556	0.541652721404912	0.05555555555555558	1.197470416396758
